Block Size,Point Fraction,Weight,Step,PSNR_Y,Adaptative bitstream,Adaptative bpv,nPSNR_Y,Structural bitstream,Structural bpv,dPSNR_Y,Dynamic bitstream,Dynamic bpv
16,2,1.2,1,58.92920891554397,12481304,16.297939074535694,58.938995602656775,10909088,14.244958025439365,58.93401910021055,10748624,14.035426032976375
16,2,1.2,2,52.9727767062231,9410032,12.287508438656031,52.9983108644031,8137872,10.626336963859702,52.99022536777828,7966056,10.401981664122555
16,2,1.2,4,47.16301243720575,6170200,8.056974149311653,47.21129962336464,5433120,7.094503807025402,47.19276281394993,5297248,6.917083757170409
16,2,1.2,8,41.65565293322396,3703632,4.836158841295812,41.69721583354631,3349216,4.373366622226342,41.683299100143756,3281248,4.284614812077496
16,2,1.2,12,38.75210753454388,2718560,3.5498634798471183,38.77869736150102,2479048,3.2371115443426075,38.777830301615325,2436264,3.1812447033967466
16,2,1.2,16,36.86524541929148,2170096,2.8336856785071185,36.88871641890189,1975648,2.5797777809697044,36.88631686459988,1945312,2.5401653911292588
16,2,1.2,20,35.49808624707683,1811216,2.365064421059229,35.51544326034938,1648472,2.1525552315750027,35.516725673308784,1622976,2.1192628564638474
16,2,1.2,24,34.437459477548416,1550824,2.025047628623399,34.453346863384425,1408768,1.8395525847423875,34.45712091604427,1388472,1.813050308100718
16,2,1.2,32,32.87088992377137,1199888,1.5667995523758163,32.87425836191079,1085384,1.4172815840777413,32.887463000300656,1069216,1.3961696009903097
16,2,1.2,64,29.50966015224992,610776,0.7975440736151137,29.489286583922095,543288,0.7094190417865271,29.52352078490624,534448,0.6978758743884015
16,4,1.2,1,58.9345477294096,12945912,16.904618703326236,58.938995602656775,10909088,14.244958025439365,58.94200637525628,10711952,13.987540169308494
16,4,1.2,2,52.958243594784165,10029128,13.095916669822321,52.9983108644031,8137872,10.626336963859702,52.98949705999732,7935168,10.36164847921381
16,4,1.2,4,47.12370527919205,6657664,8.693498872451917,47.21129962336464,5433120,7.094503807025402,47.18474200355847,5260720,6.869385926998607
16,4,1.2,8,41.62897993891644,3949360,5.157027556047693,41.69721583354631,3349216,4.373366622226342,41.678373070719026,3259112,4.255709885208162
16,4,1.2,12,38.73837010844527,2864472,3.740393642900887,38.77869736150102,2479048,3.2371115443426075,38.77668243318784,2421208,3.1615847567512514
16,4,1.2,16,36.85529308926866,2266576,2.959668120879422,36.88871641890189,1975648,2.5797777809697044,36.89021724112633,1932040,2.522834970574064
16,4,1.2,20,35.48620502301587,1879304,2.453972925788141,35.51544326034938,1648472,2.1525552315750027,35.51845653996432,1612040,2.104982757067252
16,4,1.2,24,34.43403598656524,1602648,2.092718794600827,34.453346863384425,1408768,1.8395525847423875,34.463949846291335,1378648,1.800222245146059
16,4,1.2,32,32.875906931499664,1242296,1.6221754169708065,32.87425836191079,1085384,1.4172815840777413,32.89718665319035,1061288,1.3858173124006785
16,4,1.2,64,29.52962132821661,634200,0.8281308556438123,29.489286583922095,543288,0.7094190417865271,29.53831057551554,528664,0.6903231956292658
16,8,1.2,1,58.92404421742552,13415936,17.518370480830377,58.938995602656775,10909088,14.244958025439365,58.93400110655902,10685152,13.952545046427298
16,8,1.2,2,52.93036025060051,10748872,14.035749868441842,52.9983108644031,8137872,10.626336963859702,52.9849411355049,7896208,10.310774972219356
16,8,1.2,4,47.07990163959197,7337584,9.581330363100516,47.21129962336464,5433120,7.094503807025402,47.183945496960185,5228296,6.827047051465029
16,8,1.2,8,41.57076082752301,4295192,5.608610889489841,41.69721583354631,3349216,4.373366622226342,41.66987613416736,3237368,4.227316827300374
16,8,1.2,12,38.69340102720411,3048240,3.980355722812511,38.77869736150102,2479048,3.2371115443426075,38.77420635901197,2403464,3.1384148515122985
16,8,1.2,16,36.829897524984254,2381128,3.109248767009523,36.88871641890189,1975648,2.5797777809697044,36.89182980198556,1915168,2.500803712616917
16,8,1.2,20,35.479880359892036,1959920,2.5592403446758447,35.51544326034938,1648472,2.1525552315750027,35.53518066674914,1595984,2.0840170222545478
16,8,1.2,24,34.43342069348245,1668168,2.178274035316347,34.453346863384425,1408768,1.8395525847423875,34.47990216182935,1364112,1.781241308347512
16,8,1.2,32,32.89943053909516,1289120,1.6833176421121907,32.87425836191079,1085384,1.4172815840777413,32.931717166446326,1048928,1.3696777706539778
16,8,1.2,64,29.593357889757314,664440,0.867617889820206,29.489286583922095,543288,0.7094190417865271,29.59784126241001,521264,0.6806603631919208
16,16,1.2,1,58.924379781547806,13954744,18.22193959162781,58.938995602656775,10909088,14.244958025439365,58.93967657667923,10701968,13.974503180247082
16,16,1.2,2,52.91927580849063,11557424,15.09154750261484,52.9983108644031,8137872,10.626336963859702,52.99910506545796,7894616,10.30869615745716
16,16,1.2,4,47.01564983410557,8258096,10.78332404047421,47.21129962336464,5433120,7.094503807025402,47.184750936559226,5203720,6.794956001467706
16,16,1.2,8,41.50137127090765,4849896,6.3329368089932245,41.69721583354631,3349216,4.373366622226342,41.66960068697272,3214168,4.197022541821131
16,16,1.2,12,38.64175389979908,3396128,4.434623756726442,38.77869736150102,2479048,3.2371115443426075,38.78653497353754,2382352,3.1108470517261866
16,16,1.2,16,36.79782181155399,2615352,3.4150956946858337,36.88871641890189,1975648,2.5797777809697044,36.91188199109271,1894808,2.474217865532546
16,16,1.2,20,35.48041773907683,2132592,2.78471339908412,35.51544326034938,1648472,2.1525552315750027,35.568071555807485,1576392,2.058434020482593
16,16,1.2,24,34.461760907598304,1807880,2.3607083117334207,34.453346863384425,1408768,1.8395525847423875,34.530880137235755,1346552,1.7583116681313258
16,16,1.2,32,32.93979413928872,1393184,1.819203181944606,32.87425836191079,1085384,1.4172815840777413,32.98680290576108,1034576,1.3509370988781975
16,16,1.2,64,29.690206973637956,719352,0.9393213296579749,29.489286583922095,543288,0.7094190417865271,29.699297691646564,511888,0.6684172933361713
